utc_timestamp,cet_cest_timestamp,AT_price_day_ahead,DE_LU_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead,GB_GBN_price_day_ahead,IE_sem_price_day_ahead,IT_BRNN_price_day_ahead,IT_CNOR_price_day_ahead,IT_CSUD_price_day_ahead,IT_FOGN_price_day_ahead,IT_GR_price_day_ahead,IT_NORD_price_day_ahead,IT_NORD_AT_price_day_ahead,IT_NORD_CH_price_day_ahead,IT_NORD_FR_price_day_ahead,IT_NORD_SI_price_day_ahead,IT_PRGP_price_day_ahead,IT_ROSN_price_day_ahead,IT_SACO_AC_price_day_ahead,IT_SACO_DC_price_day_ahead,IT_SARD_price_day_ahead,IT_SICI_price_day_ahead,IT_SUD_price_day_ahead,NO_1_price_day_ahead,NO_2_price_day_ahead,NO_3_price_day_ahead,NO_4_price_day_ahead,NO_5_price_day_ahead,SE_1_price_day_ahead,SE_2_price_day_ahead,SE_3_price_day_ahead,SE_4_price_day_ahead
2017-11-06T15:00:00Z,2017-11-06T16:00:00+0100,69,,55.31,55.31,40.25,,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,30.96,30.96,30.96,30.96,30.96,30.96,30.96,30.96,47.76
2017-11-06T16:00:00Z,2017-11-06T17:00:00+0100,82,,76.4,76.4,64.99,,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,31.34,31.34,31.34,31.34,31.34,31.34,31.34,31.34,76.4
2017-11-06T17:00:00Z,2017-11-06T18:00:00+0100,97,,66.59,72.46,82.27,,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,31.13,31.13,31.13,31.13,31.13,31.13,31.13,31.13,52.02
2017-11-06T18:00:00Z,2017-11-06T19:00:00+0100,78,,66.57,66.57,58.93,,87,87,87,87,87,87,87,87,87,87,90.99,87,87,87,87,90.99,87,30.38,30.38,30.38,30.38,30.38,30.38,30.38,30.38,35.05
2017-11-06T19:00:00Z,2017-11-06T20:00:00+0100,65,,54.37,54.37,65.03,,75,75,75,75,75,75,75,75,75,75,78.99,75,75,75,75,78.99,75,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91
2017-11-06T20:00:00Z,2017-11-06T21:00:00+0100,53,,39.63,39.63,43.83,,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54
2017-11-06T21:00:00Z,2017-11-06T22:00:00+0100,47,,38.86,38.86,40.61,,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,61.52,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
2017-11-06T22:00:00Z,2017-11-06T23:00:00+0100,39,,37.1,37.1,33.96,,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19
2017-11-06T23:00:00Z,2017-11-07T00:00:00+0100,38,,28.41,28.41,45.51,,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,28.41,28.41,28.41,28.41,28.41,28.41,28.41,28.41,28.41
2017-11-07T00:00:00Z,2017-11-07T01:00:00+0100,38,,28.02,28.02,43.95,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,28.02,28.02,28.02,28.02,28.02,28.02,28.02,28.02,28.02
2017-11-07T01:00:00Z,2017-11-07T02:00:00+0100,36,,27.88,27.88,41.99,,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88
2017-11-07T02:00:00Z,2017-11-07T03:00:00+0100,36,,27.93,27.93,41,,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93
2017-11-07T03:00:00Z,2017-11-07T04:00:00+0100,36,,28.34,28.34,38.89,,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,45.01,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34
2017-11-07T04:00:00Z,2017-11-07T05:00:00+0100,38,,29.15,29.15,42.34,,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15
2017-11-07T05:00:00Z,2017-11-07T06:00:00+0100,51,,29.92,29.92,46,,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92
2017-11-07T06:00:00Z,2017-11-07T07:00:00+0100,63,,39.17,58.99,53,,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,31.6,31.45,31.6,31.6,31.45,31.6,31.6,31.6,46.7
2017-11-07T07:00:00Z,2017-11-07T08:00:00+0100,64,,39.12,59.04,43.26,,71.86,75.99,75.99,71.86,71.86,75.99,75.99,75.99,75.99,75.99,71.86,71.86,75.99,75.99,75.99,71.86,71.86,35.01,31.58,32.74,32.74,31.58,35.01,35.01,35.01,50.11
2017-11-07T08:00:00Z,2017-11-07T09:00:00+0100,61,,34.07,46.58,48.91,,71.86,73.5,73.5,71.86,71.86,73.5,73.5,73.5,73.5,73.5,71.86,71.86,73.5,73.5,73.5,71.86,71.86,31.98,31.35,31.98,31.98,31.35,31.98,31.98,31.98,46.58
2017-11-07T09:00:00Z,2017-11-07T10:00:00+0100,58,,31.91,47.15,49.55,,70.87,70.87,70.87,70.87,70.87,73.13,73.13,73.13,73.13,73.13,70.87,70.87,70.87,70.87,70.87,70.87,70.87,31.91,31.01,31.91,31.91,31.01,31.91,31.91,31.91,47.15
2017-11-07T10:00:00Z,2017-11-07T11:00:00+0100,56,,31.77,38.09,44.78,,59.67,61.32,61.32,59.67,59.67,71.3,71.3,71.3,71.3,71.3,59.67,59.67,61.32,61.32,61.32,59.67,59.67,31.77,31.05,31.77,31.77,31.05,31.77,31.77,31.77,38.09
2017-11-07T11:00:00Z,2017-11-07T12:00:00+0100,54,,31.87,38.05,47.52,,57.49,61.32,61.32,57.49,57.49,68.09,68.09,68.09,68.09,68.09,57.49,57.49,61.32,61.32,61.32,57.49,57.49,31.87,31.07,31.87,31.06,31.07,31.87,31.87,31.87,38.05
2017-11-07T12:00:00Z,2017-11-07T13:00:00+0100,54,,31.6,46.05,51.48,,54.4,61.32,54.4,54.4,54.4,65.94,65.94,65.94,65.94,65.94,54.4,54.4,54.4,61.32,54.4,54.4,54.4,31.6,31.04,31.04,30.99,31.04,31.6,31.6,31.6,46.05
2017-11-07T13:00:00Z,2017-11-07T14:00:00+0100,55,,31.55,45.77,51.91,,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,31.55,31.09,31.09,31.09,31.09,31.55,31.55,31.55,45.77
2017-11-07T14:00:00Z,2017-11-07T15:00:00+0100,58,,31.54,46.9,50.5,,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,31.54,30.93,31.54,31.54,30.93,31.54,31.54,31.54,46.9
2017-11-07T15:00:00Z,2017-11-07T16:00:00+0100,61,,35.84,49.65,41.43,,71.86,73.31,73.31,71.86,71.86,73.31,73.31,73.31,73.31,73.31,71.86,71.86,73.31,73.31,73.31,71.86,71.86,32.98,30.64,32.79,32.79,30.64,32.98,32.98,32.98,49.65
2017-11-07T16:00:00Z,2017-11-07T17:00:00+0100,72,,39.71,80.42,62.89,,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,35.7,30.72,32.78,32.78,30.72,35.7,35.7,35.7,56.27
2017-11-07T17:00:00Z,2017-11-07T18:00:00+0100,71,,37.99,72.47,79.35,,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,91.83,34.5,31,31.81,31.81,31,34.5,34.5,34.5,48.86
2017-11-07T18:00:00Z,2017-11-07T19:00:00+0100,62,,35.05,35.05,70.04,,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,82.83,32,30.94,31.71,31.71,30.94,32,32,32,35.05
2017-11-07T19:00:00Z,2017-11-07T20:00:00+0100,51,,30.57,30.57,61.52,,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57
2017-11-07T20:00:00Z,2017-11-07T21:00:00+0100,45,,29.88,29.88,46.66,,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88
2017-11-07T21:00:00Z,2017-11-07T22:00:00+0100,38,,28.99,28.99,52.3,,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,60.53,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99
2017-11-07T22:00:00Z,2017-11-07T23:00:00+0100,34,,28.23,28.23,41.54,,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,59.67,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23
2017-11-07T23:00:00Z,2017-11-08T00:00:00+0100,36,,28.79,28.79,43.5,,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,28.79,28.79,28.79,28.79,28.79,28.79,28.79,28.79,28.79
2017-11-08T00:00:00Z,2017-11-08T01:00:00+0100,36,,28.52,28.52,43.84,,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,51.03,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52,28.52
2017-11-08T01:00:00Z,2017-11-08T02:00:00+0100,35,,28.45,28.45,42.85,,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45
2017-11-08T02:00:00Z,2017-11-08T03:00:00+0100,35,,28.51,28.51,42.24,,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,28.51,28.51,28.51,28.51,28.51,28.51,28.51,28.51,28.51
2017-11-08T03:00:00Z,2017-11-08T04:00:00+0100,36,,35.53,35.53,41.68,,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,28.96,28.96,28.96,28.96,28.96,28.96,28.96,28.96,28.96
2017-11-08T04:00:00Z,2017-11-08T05:00:00+0100,36,,36.15,36.15,42.59,,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,50.78,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54,29.54
2017-11-08T05:00:00Z,2017-11-08T06:00:00+0100,50,,45.26,45.26,43.46,,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,30.34,30.34,30.34,30.34,30.34,30.34,30.34,30.34,31.14
2017-11-08T06:00:00Z,2017-11-08T07:00:00+0100,67,,75.76,75.76,51.82,,71.86,75.76,75.76,71.86,71.86,75.76,75.76,75.76,75.76,75.76,71.86,71.86,75.76,75.76,75.76,71.86,71.86,34.12,31.76,31.99,31.99,31.76,34.12,34.12,34.12,40.05
2017-11-08T07:00:00Z,2017-11-08T08:00:00+0100,76,,79.28,79.28,49.92,,71.2,85.59,85.59,71.2,71.2,85.59,85.59,85.59,85.59,85.59,71.2,71.2,85.59,85.59,85.59,71.2,71.2,35.19,32.38,32.64,32.64,32.38,35.19,35.19,35.19,43.56
2017-11-08T08:00:00Z,2017-11-08T09:00:00+0100,72,,77.07,77.07,59.01,,70.87,89.4,70.87,70.87,70.87,89.4,89.4,89.4,89.4,89.4,70.87,70.87,70.87,89.4,70.87,70.87,70.87,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,42.19
2017-11-08T09:00:00Z,2017-11-08T10:00:00+0100,71,,62.7,62.7,62.98,,52,89.06,52,52,52,89.06,89.06,89.06,89.06,89.06,52,52,52,89.06,52,52,52,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,42.68
2017-11-08T10:00:00Z,2017-11-08T11:00:00+0100,73,,64.01,64.01,57.28,,50.79,65.13,50.79,50.79,50.79,93.47,93.47,93.47,93.47,93.47,50.79,50.79,50.79,65.13,50.79,50.79,50.79,31.31,31.31,31.31,31.31,31.31,31.31,31.31,31.31,42.72
2017-11-08T11:00:00Z,2017-11-08T12:00:00+0100,71,,63.96,63.96,44.28,,49.86,85.59,49.86,49.86,49.86,85.59,85.59,85.59,85.59,85.59,49.86,49.86,49.86,85.59,49.86,49.86,49.86,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,42.18
2017-11-08T12:00:00Z,2017-11-08T13:00:00+0100,70,,64.03,64.03,44.57,,51.05,91.95,51.05,51.05,51.05,91.95,91.95,91.95,91.95,91.95,51.05,51.05,51.05,91.95,51.05,51.05,51.05,31.41,31.41,31.41,31.41,31.41,31.41,31.41,31.41,49.14
2017-11-08T13:00:00Z,2017-11-08T14:00:00+0100,70,,66.88,66.88,43.03,,53.47,89.9,53.47,53.47,53.47,89.9,89.9,89.9,89.9,89.9,53.47,53.47,53.47,89.9,53.47,53.47,53.47,31.49,31.49,31.49,31.49,31.49,31.49,31.49,31.49,47.26
2017-11-08T14:00:00Z,2017-11-08T15:00:00+0100,80,,60.87,60.87,43,,71.2,85,71.2,71.2,71.2,85,85,85,85,85,71.2,71.2,71.2,85,71.2,71.2,71.2,32.1,31.33,31.79,31.79,31.33,32.1,32.1,32.1,48.7
2017-11-08T15:00:00Z,2017-11-08T16:00:00+0100,88,,82.52,82.52,42.1,,83.15,88.2,88.2,83.15,83.15,88.2,88.2,88.2,88.2,88.2,83.15,83.15,88.2,88.2,88.2,83.15,83.15,34.1,31.46,31.99,31.99,31.46,34.1,34.1,34.1,50.49
2017-11-08T16:00:00Z,2017-11-08T17:00:00+0100,110,,111.4,111.4,64.91,,99.36,111.4,111.4,99.36,99.36,111.4,111.4,111.4,111.4,111.4,99.36,99.36,111.4,111.4,111.4,99.36,99.36,35.25,31.55,32.01,32.01,31.55,35.25,35.25,35.25,53.34
2017-11-08T17:00:00Z,2017-11-08T18:00:00+0100,116,,66.89,87.33,79.91,,99.36,120,120,99.36,99.36,120,120,120,120,120,99.36,99.36,120,120,120,99.36,99.36,32.77,31.04,31.57,31.57,31.04,32.77,32.77,32.77,49.03
2017-11-08T18:00:00Z,2017-11-08T19:00:00+0100,90,,79.41,79.41,64,,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,94.71,99.36,94.71,94.71,94.71,94.71,99.36,94.71,30.76,30.76,30.76,30.76,30.76,30.76,30.76,30.76,42.08
2017-11-08T19:00:00Z,2017-11-08T20:00:00+0100,67,,58.22,58.22,56.12,,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,93.27,79.15,79.15,79.15,79.15,93.27,79.15,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33
2017-11-08T20:00:00Z,2017-11-08T21:00:00+0100,53,,51.25,51.25,47.44,,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9
2017-11-08T21:00:00Z,2017-11-08T22:00:00+0100,49,,38.91,38.91,49.92,,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,64.2,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3
2017-11-08T22:00:00Z,2017-11-08T23:00:00+0100,41,,28.76,28.76,41.66,,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,28.76,28.76,28.51,28.51,28.76,28.51,28.51,28.51,28.51
2017-11-08T23:00:00Z,2017-11-09T00:00:00+0100,39,,38.61,38.61,51,,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,28.96,28.96,28.96,28.96,28.96,28.96,28.96,28.96,28.96
2017-11-09T00:00:00Z,2017-11-09T01:00:00+0100,38,,36.19,36.19,45.33,,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,28.74,28.74,28.02,28.02,28.74,28.02,28.02,28.02,28.02
2017-11-09T01:00:00Z,2017-11-09T02:00:00+0100,38,,28.61,28.61,43.57,,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,28.61,28.61,27.28,27.28,28.61,27.28,27.28,27.28,27.28
2017-11-09T02:00:00Z,2017-11-09T03:00:00+0100,37,,28.27,28.27,41.5,,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,28.27,28.27,27.07,27.07,28.27,27.07,27.07,27.07,27.07
2017-11-09T03:00:00Z,2017-11-09T04:00:00+0100,39,,28.19,28.19,40.58,,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19
2017-11-09T04:00:00Z,2017-11-09T05:00:00+0100,41,,28.99,28.99,42.04,,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,50.29,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99
2017-11-09T05:00:00Z,2017-11-09T06:00:00+0100,54,,30.22,30.22,45.92,,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22
2017-11-09T06:00:00Z,2017-11-09T07:00:00+0100,73,,30.73,38.07,51.44,,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,97.51,30.73,30.73,30.73,30.73,30.73,30.73,30.73,30.73,38.07
2017-11-09T07:00:00Z,2017-11-09T08:00:00+0100,73,,30.77,38.09,44.38,,99.36,116.06,116.06,99.36,99.36,116.06,116.06,116.06,116.06,116.06,99.36,99.36,116.06,116.06,116.06,99.36,99.36,30.77,30.77,30.77,30.77,30.77,30.77,30.77,30.77,38.09
2017-11-09T08:00:00Z,2017-11-09T09:00:00+0100,66,,30.35,30.35,45.9,,71.86,111.3,111.3,71.86,71.86,111.3,111.3,111.3,111.3,111.3,71.86,71.86,111.3,111.3,111.3,71.86,71.86,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35
2017-11-09T09:00:00Z,2017-11-09T10:00:00+0100,63,,30.06,30.06,51,,70.87,94.63,94.63,70.87,70.87,94.63,94.63,94.63,94.63,94.63,70.87,70.87,94.63,94.63,94.63,70.87,70.87,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06
2017-11-09T10:00:00Z,2017-11-09T11:00:00+0100,60,,29.74,29.74,49.68,,70.87,104.21,104.21,70.87,70.87,104.21,104.21,104.21,104.21,104.21,70.87,70.87,104.21,104.21,104.21,70.87,70.87,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74
2017-11-09T11:00:00Z,2017-11-09T12:00:00+0100,54,,29.6,29.6,51.12,,70.87,90.76,90.76,70.87,70.87,90.76,90.76,90.76,90.76,90.76,70.87,70.87,90.76,90.76,90.76,70.87,70.87,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6
2017-11-09T12:00:00Z,2017-11-09T13:00:00+0100,53,,29.6,29.6,51.04,,70.87,90,90,70.87,70.87,90,90,90,90,90,70.87,70.87,90,90,90,70.87,70.87,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6
2017-11-09T13:00:00Z,2017-11-09T14:00:00+0100,53,,29.77,29.77,49,,71.2,89.98,89.98,71.2,71.2,89.98,89.98,89.98,89.98,89.98,71.2,71.2,89.98,89.98,89.98,71.2,71.2,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77
2017-11-09T14:00:00Z,2017-11-09T15:00:00+0100,56,,30.03,30.03,49.12,,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03
2017-11-09T15:00:00Z,2017-11-09T16:00:00+0100,56,,30.32,30.32,43.74,,100.71,102.63,102.63,100.71,100.71,102.63,102.63,102.63,102.63,102.63,100.71,100.71,102.63,102.63,102.63,100.71,100.71,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32,30.32
2017-11-09T16:00:00Z,2017-11-09T17:00:00+0100,64,,30.59,30.59,60,,106.4,128.64,128.64,106.4,106.4,128.64,128.64,128.64,128.64,128.64,106.4,106.4,128.64,128.64,128.64,106.4,106.4,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59
2017-11-09T17:00:00Z,2017-11-09T18:00:00+0100,67,,30.52,30.52,85.56,,104.13,150,150,104.13,104.13,150,150,150,150,150,104.13,104.13,150,150,150,104.13,104.13,30.52,30.52,30.52,30.52,30.52,30.52,30.52,30.52,30.52
2017-11-09T18:00:00Z,2017-11-09T19:00:00+0100,56,,30.02,30.02,65.25,,103.46,129.75,129.75,103.46,103.46,129.75,129.75,129.75,129.75,129.75,103.46,103.46,129.75,129.75,129.75,103.46,103.46,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02
2017-11-09T19:00:00Z,2017-11-09T20:00:00+0100,46,,29.41,29.41,55.92,,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41
2017-11-09T20:00:00Z,2017-11-09T21:00:00+0100,37,,28.91,28.91,44.38,,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,28.91,28.91,28.91,28.91,28.91,28.91,28.91,28.91,28.91
2017-11-09T21:00:00Z,2017-11-09T22:00:00+0100,35,,28.12,28.12,48.5,,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12
2017-11-09T22:00:00Z,2017-11-09T23:00:00+0100,31,,26.26,26.26,40.49,,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,26.26,26.26,25.61,25.61,26.26,25.61,25.61,25.61,25.61
2017-11-09T23:00:00Z,2017-11-10T00:00:00+0100,29,,26.41,26.41,59.98,,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41
2017-11-10T00:00:00Z,2017-11-10T01:00:00+0100,28,,25.35,25.35,56,,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35
2017-11-10T01:00:00Z,2017-11-10T02:00:00+0100,27,,25.96,25.96,50.22,,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96
2017-11-10T02:00:00Z,2017-11-10T03:00:00+0100,26,,26.65,26.65,42.86,,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,52.38,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.65,26.65
2017-11-10T03:00:00Z,2017-11-10T04:00:00+0100,27,,27.1,27.1,37.24,,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1
2017-11-10T04:00:00Z,2017-11-10T05:00:00+0100,30,,28.85,28.85,35,,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,28.85,28.85,28.85,28.85,28.85,28.85,28.85,28.85,28.85
2017-11-10T05:00:00Z,2017-11-10T06:00:00+0100,35,,30.28,30.28,36.7,,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,70.71,30.28,30.28,30.28,30.28,30.28,30.28,30.28,30.28,30.28
2017-11-10T06:00:00Z,2017-11-10T07:00:00+0100,42,,30.95,30.95,46.97,,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95,30.95
2017-11-10T07:00:00Z,2017-11-10T08:00:00+0100,46,,31.16,31.16,50.51,,99.36,109.1,109.1,99.36,99.36,109.1,109.1,109.1,109.1,109.1,99.36,99.36,109.1,109.1,109.1,99.36,99.36,31.16,31.16,31.16,31.16,31.16,31.16,31.16,31.16,31.16
2017-11-10T08:00:00Z,2017-11-10T09:00:00+0100,42,,30.91,30.91,51.36,,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,30.91,30.91,30.91,30.91,30.91,30.91,30.91,30.91,30.91
2017-11-10T09:00:00Z,2017-11-10T10:00:00+0100,39,,30.85,30.85,53.14,,71.86,98.01,98.01,71.86,71.86,98.01,98.01,98.01,98.01,98.01,71.86,71.86,98.01,98.01,98.01,71.86,71.86,30.85,30.85,30.85,30.85,30.85,30.85,30.85,30.85,30.85
2017-11-10T10:00:00Z,2017-11-10T11:00:00+0100,38,,30.69,30.69,50.55,,71.86,93.7,79.21,71.86,71.86,93.7,93.7,93.7,93.7,93.7,71.86,71.86,79.21,93.7,79.21,71.86,71.86,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69,30.69
